C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_319.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_319.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_319.jpg, 0, 0, 0, 7.78306E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_420.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_420.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_420.jpg, 0, 0, 0, 7.882853E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_522.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_522.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_522.jpg, 0, 0, 0, 8.153349E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_622.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_622.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_622.jpg, 0, 0, 0, 7.825075E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_723.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_723.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_723.jpg, 0, 0, 0, 8.399294E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_825.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_825.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_825.jpg, 0, 0, 0, 8.440178E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_57_927.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_57_927.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_57_927.jpg, 0, 0, 0, 7.834944E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_028.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_028.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_028.jpg, 0, 0, 0, 7.894421E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_130.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_130.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_130.jpg, 0, 0, 0, 7.761561E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_231.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_231.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_231.jpg, 0, 0, 0, 8.395427E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_332.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_332.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_332.jpg, 0, 0, 0, 8.191536E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_434.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_434.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_434.jpg, 0, 0, 0, 7.783413E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_539.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_539.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_539.jpg, 0, 0, 0, 7.869481E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_640.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_640.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_640.jpg, 0, 0, 0, 7.769962E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_742.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_742.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_742.jpg, 0, 0, 0, 7.937096E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_843.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_843.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_843.jpg, 0, 0, 0, 7.855154E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_58_946.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_58_946.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_58_946.jpg, 0, 0, 0, 7.863102E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_047.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_047.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_047.jpg, 0, 0, 0, 7.881477E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_149.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_149.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_149.jpg, 0, 0, 0, 8.02615E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_249.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_249.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_249.jpg, 0, 0, 0, 7.790132E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_352.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_352.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_352.jpg, 0, 0, 0, 7.952487E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_455.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_455.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_455.jpg, 0, 0, 0, 7.837514E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_557.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_557.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_557.jpg, 0, 0, 0, 7.935691E-05
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_657.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_657.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_657.jpg, 0, 0.1745547, 0, 0.0856157
C:\Users\Mahesh\Desktop\data2\IMG\center_2024_03_24_13_11_59_760.jpg, C:\Users\Mahesh\Desktop\data2\IMG\left_2024_03_24_13_11_59_760.jpg, C:\Users\Mahesh\Desktop\data2\IMG\right_2024_03_24_13_11_59_760.jpg, 0, 0.4747176, 0, 0.4884547
